mu_g;sdmu_g;survival_scalar1;init_asoc;init_amat;sdmu_b;init_agen;sdmu_a;mu_dp;np;gmax;bmin;amin;nc;amax;sigmoidal_survival;mu_agen;bmax;seed;mu_asoc;init_bmat_phen;sdsoc;survival_scalar0;qmat;qjuv;gmin;init_dp;mu_bmat_envt;mu_bmat_phen;init_ajuv;nloci_g;mu_ajuv;p;mu_dc;sdmat;init_dc;init_g;m;mu_amat;init_bmat_envt;laplace;generation;mean_phen_ad;mean_phen_prestige;mean_agen;mean_ajuv;mean_amat;mean_asoc;mean_bmat_phen;mean_bmat_envt;mean_dc;mean_dp;mean_g;var_phen_ad;var_phen_prestige;var_agen;var_ajuv;var_amat;var_asoc;var_bmat_phen;var_bmat_envt;var_dc;var_dp;var_g;freq_high;mean_surv0;mean_surv1;var_surv0;var_surv1;file
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;493741013;0.01;0;0.05;0.8;1;0.9;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.506965;0.516973;0.45893;0.0460777;0.898699;0.884262;-5.71903;6.56787;-0.180044;-8.78305;-1.79993;2830.57;2989.61;2150.78;33.5162;39999.2;7997.02;377832;465379;176767;778629;13568.5;0.48;0.810385;0.827106;0.0154624;0.0138066;./sim_cue_integration_17_8_2019_230646_470732777
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;465598454;0.01;0;0.05;0.8;0.5;0.9;-1;0;0.01;0.01;0;3;0.01;0.5;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.512173;0.51112;0.100927;0.0719055;0.080054;0.0913404;5.48232;0.559214;3.83859;-1.63644;-0.396687;2635.81;2625.43;139.806;73.433;40000;134.207;358679;84990.4;294387;305051;7231.67;0.49;0.79061;0.807306;0.00084461;0.000796559;./sim_cue_integration_17_8_2019_230646_451370425
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;456672860;0.01;0;0.05;0.8;0.9;0.5;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.5157;0.510627;0.454841;0.0777548;0.453199;1.31831;-1.81125;6.62777;-0.2887;-8.91668;-1.7562;2861.86;2858.25;2111.58;86.8941;39999.8;17513.2;119894;465443;138257;799916;13077.6;0.4625;0.808525;0.816363;0.0120598;0.0114299;./sim_cue_integration_17_8_2019_230646_442377156
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;432531046;0.01;0;0.05;0.8;0.9;1;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.520473;0.500279;0.470841;0.0408304;0.520247;1.35856;-3.75725;6.83489;0.779922;-8.95321;-1.84163;2915.91;2758.77;2262.42;26.4056;39999.7;18567.2;185768;488280;189027;806096;13924.7;0.5075;0.80922;0.821737;0.0122914;0.0112654;./sim_cue_integration_17_8_2019_230646_418464505
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;428508965;0.01;0;0.05;0.8;0.5;0.9;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.516368;0.515713;0.0826398;0.0255188;0.0697452;0.140847;2.73492;2.9258;1.23251;-8.00418;-0.431329;2673.31;2665.97;99.1645;12.1201;40000;263.443;273250;300967;65373.7;661298;7155.12;0.53;0.78454;0.810781;0.000456494;0.000441601;./sim_cue_integration_17_8_2019_230646_415219692
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;424285362;0.01;0;0.05;0.8;0.5;1;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.514563;0.514907;0.0902788;0.0201616;0.0841824;0.126672;3.3717;4.41905;0.423387;-8.09148;-0.483841;2655.88;2658.64;117.562;7.68694;40000;215.266;222315;338419;188636;667422;7492.8;0.485;0.784992;0.808483;0.000560081;0.00052184;./sim_cue_integration_17_8_2019_230646_409884275
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;423616928;0.01;0;0.05;0.8;0.5;0.5;-1;0;0.01;0.01;0;3;0.01;0.5;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.511699;0.512246;0.101573;0.0678516;0.0834225;0.0876722;-2.78274;2.88873;-2.12853;1.899;-0.39297;2630.91;2636.77;145.559;68.2123;40000;109.374;210532;183297;178596;197105;7208.89;0.4875;0.789851;0.807743;0.000841424;0.000784778;./sim_cue_integration_17_8_2019_230646_401960286
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;416051372;0.01;0;0.05;0.8;0.9;0.5;-1;0;0.01;0.01;0;3;0.01;0.5;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.51118;0.512014;0.0907953;0.0782061;0.0848327;0.0901047;1.84326;-1.52133;-4.00438;-2.33151;-0.458924;2625.28;2634.56;113.004;88.4591;40000;121.318;186511;180054;277534;259203;7331.28;0.515;0.790165;0.80809;0.000857353;0.000762484;./sim_cue_integration_17_8_2019_230646_401074992
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;404405236;0.01;0;0.05;0.8;1;1;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.543011;0.482887;0.565411;0.0309367;1.52993;0.846311;-1.36491;7.16724;-1.00014;-8.13188;-1.92527;3465.22;2949;3239.35;15.9591;39997.7;7263.93;145423;543296;171486;675013;14632.2;0.5325;0.871072;0.862867;0.0187165;0.0221257;./sim_cue_integration_17_8_2019_230646_389924328
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;403036673;0.01;0;0.05;0.8;0.5;0.5;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.500619;0.526485;0.862372;0.0922378;0.0938667;3.47364;-5.25843;0.289082;1.27454;-9.26977;-1.92994;3387.5;4246.82;7498.65;124.772;40000;120837;355688;125109;19663.6;861801;14667.9;0.49;0.892596;0.905142;0.026088;0.0241716;./sim_cue_integration_17_8_2019_230646_388877491
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;403224942;0.01;0;0.05;0.8;0.9;0.9;-1;0;0.01;0.01;0;3;0.01;0.5;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.507954;0.50567;0.0991791;0.0797668;0.100932;0.0905882;2.1979;-4.23218;-6.74774;-3.87428;-0.559331;2594.55;2571.47;136.265;88.9461;40000;118.813;153350;248770;486658;291364;7785.86;0.54;0.791399;0.805535;0.000949651;0.000901312;./sim_cue_integration_17_8_2019_230646_388368116
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;412771694;0.01;0;0.05;0.8;1;0.5;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.504107;0.526345;0.560312;0.0945952;1.45744;0.882808;0.139561;7.77164;4.07501;-8.0406;-1.92755;3078.82;3391.71;3184.64;123.611;39997.9;7958.31;134567;618884;351574;659655;14730.1;0.475;0.849116;0.870757;0.0233163;0.0202544;./sim_cue_integration_17_8_2019_230647_380510466
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;403750395;0.01;0;0.05;0.8;0.9;0.9;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.525522;0.491217;0.673139;0.0379056;0.559837;2.22054;-3.56045;6.17876;-4.02285;-8.47659;-1.95746;3307.96;3051.2;4578;22.7182;39999.7;49469.9;252111;420130;265163;727058;14952;0.56;0.843656;0.85612;0.0257763;0.0217269;./sim_cue_integration_17_8_2019_230647_375713369
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;405509273;0.01;0;0.05;0.8;0.5;1;-1;0;0.01;0.01;0;3;0.01;0.5;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.50928;0.508711;0.0966984;0.0689196;0.0939495;0.0936979;-1.15128;-1.61242;1.31966;-3.54756;-0.562572;2606.48;2601.07;131.851;67.2572;40000;127.696;182328;167854;308896;216837;7739.66;0.495;0.791445;0.806758;0.000828091;0.000813133;./sim_cue_integration_17_8_2019_230647_374202990
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;380134917;0.01;0;0.05;0.8;0.9;1;-1;0;0.01;0.01;0;3;0.01;0.5;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.509253;0.509178;0.0987053;0.0702092;0.0948508;0.0944097;-1.55152;-1.96138;0.765062;3.50437;-0.508002;2606.5;2606.54;135.202;73.6007;40000;128.373;185574;179791;217608;234986;7801.51;0.4975;0.790134;0.807701;0.000904974;0.000837948;./sim_cue_integration_17_8_2019_230647_366919159
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;241654910;0.01;0;0.05;0.8;1;0.5;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.512583;0.516319;0.0962708;0.0663457;0.142136;0.122816;-1.47745;3.601;-5.27347;-6.52634;-0.550228;2643.19;2713.51;123.592;65.0822;40000;208.447;164316;201570;337767;467786;7732.99;0.4975;0.789382;0.809495;0.0010987;0.000989728;./sim_cue_integration_17_8_2019_230647_226747903
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;238380954;0.01;0;0.05;0.8;1;0.9;-1;0;0.01;0.01;0;3;0.01;0.5;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.513586;0.511737;0.0931811;0.0727162;0.0795586;0.0993956;-4.16666;-4.33842;-4.39292;-0.614787;-0.361765;2650.5;2631.58;119.225;77.5477;40000;157.922;242201;299150;245247;148747;7535.48;0.515;0.788561;0.808554;0.000860675;0.000774221;./sim_cue_integration_17_8_2019_230647_222444140
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;237649166;0.01;0;0.05;0.8;1;0.5;-1;0;0.01;0.01;0;3;0.01;0.5;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.508754;0.50841;0.093787;0.0897359;0.0858552;0.112155;3.16426;1.27568;2.31581;0.362922;-0.686658;2602.84;2599.75;119.751;113.946;40000;178.796;255556;61353.1;219723;153393;8078.48;0.5;0.791732;0.80549;0.000974427;0.000937077;./sim_cue_integration_17_8_2019_230647_221820059
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;187331141;0.01;0;0.05;0.8;0.5;0.5;-1;0;0.01;0.01;0;3;0.01;0.5;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.508889;0.508118;0.0875412;0.0748354;0.0881987;0.097844;1.02163;-0.389566;-5.95187;-0.151375;-0.43593;2602.43;2617.05;103.916;79.1082;40000;142.027;109518;179156;413802;99092.5;7513.52;0.4675;0.791597;0.806003;0.000838293;0.000779033;./sim_cue_integration_17_8_2019_230647_172895060
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;157275570;0.01;0;0.05;0.8;0.5;1;-1;0;0.01;0.01;0;3;0.01;0.5;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.506743;0.505776;0.091428;0.0835262;0.0839738;0.109048;-4.38026;3.0225;-6.37028;-4.47273;-0.487083;2581.82;2599.16;117.182;100.526;40000;179.688;323395;212453;442011;287161;7423.27;0.485;0.792499;0.805593;0.000964504;0.000923277;./sim_cue_integration_17_8_2019_230647_142532442
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;128086094;0.01;0;0.05;0.8;0.5;0.9;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.510379;0.510374;0.0764481;0.048213;0.0876644;0.123143;6.43207;-1.75294;-3.82419;-2.63033;-0.557926;2614.31;2632.61;85.1028;36.6046;40000;209.832;456610;229368;236786;154112;7711.69;0.48;0.7911;0.805809;0.000659338;0.000609018;./sim_cue_integration_17_8_2019_230647_105078523
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;113078153;0.01;0;0.05;0.8;0.9;0.5;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.510243;0.511428;0.108532;0.0694056;0.124323;0.104187;-1.80956;5.83484;-6.07762;-6.53833;-0.505442;2620.1;2663.17;157.208;71.2384;40000;149.03;151835;378934;440345;456084;7393.2;0.49;0.792254;0.806221;0.0011155;0.00101984;./sim_cue_integration_17_8_2019_230647_98403386
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;111859671;0.01;0;0.05;0.8;0.5;1;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.502089;0.532164;0.805095;0.0541355;0.112054;3.35135;-2.30699;0.480187;1.08078;-9.33967;-1.98603;3324.98;4175.31;6539.74;46.5609;40000;112479;178945;70464.5;15704.1;874489;15289.9;0.4625;0.879725;0.902799;0.0268381;0.0221457;./sim_cue_integration_17_8_2019_230647_96565173
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;100133779;0.01;0;0.05;0.8;0.9;1;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.524862;0.509619;0.298493;0.02831;0.856985;0.113578;-0.571061;7.28341;-3.55714;-6.60376;-1.38987;2875.07;2717.25;932.02;14.1686;39999.3;177.202;65659.1;549027;183765;469987;10370.7;0.535;0.800309;0.821326;0.00762131;0.00684755;./sim_cue_integration_17_8_2019_230647_85212017
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;87422896;0.01;0;0.05;0.8;1;1;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.494469;0.538665;0.823623;0.0547592;0.197631;3.29649;0.764093;5.99618;1.08886;-9.23445;-1.96156;3292.4;4283.55;6837.17;46.949;40000;108803;85887.9;392073;15827.2;855699;15062.9;0.4575;0.891723;0.884609;0.024892;0.0298087;./sim_cue_integration_17_8_2019_230647_70576125
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;77733473;0.01;0;0.05;0.8;0.9;1;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.512853;0.515703;0.651401;0.0281168;0.641176;2.09252;-4.92713;4.28695;0.63614;-8.67795;-1.95206;3178.07;3325.59;4292.01;14.571;39999.6;43991.3;341413;217391;111516;759470;14976.7;0.51;0.846463;0.869432;0.0254683;0.0205724;./sim_cue_integration_17_8_2019_230647_63636123
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;75611612;0.01;0;0.05;0.8;0.9;1;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.512822;0.50909;0.11355;0.0542086;0.1658;0.143181;0.129946;5.88493;-5.54146;-2.7454;-0.515756;2644.5;2635.31;174.56;46.9498;40000;295.168;124208;408490;352626;223105;7404.46;0.5275;0.787243;0.809873;0.000986749;0.000888129;./sim_cue_integration_17_8_2019_230647_54706478
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;74287075;0.01;0;0.05;0.8;1;1;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.514187;0.516361;0.116311;0.051116;0.179729;0.147615;1.8986;6.59044;-6.36998;-2.40296;-0.564094;2658.58;2709.96;174.151;42.3803;40000;296.067;131246;457527;432409;169502;7145.62;0.49;0.787699;0.810179;0.000986831;0.000889348;./sim_cue_integration_17_8_2019_230647_53726289
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;68648107;0.01;0;0.05;0.8;0.5;1;-1;0;0.01;0.01;0;3;0.01;0.5;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.511339;0.510657;0.0859333;0.0686523;0.0707964;0.109332;0.129933;0.439019;-3.01729;-3.14533;-0.518826;2625.24;2618.68;102.688;68.1129;40000;169.307;103413;218078;227122;236278;7575.66;0.515;0.790616;0.807173;0.000710824;0.000680722;./sim_cue_integration_17_8_2019_230647_53622597
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;67398228;0.01;0;0.05;0.8;0.9;0.9;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.511622;0.511837;0.0979154;0.063402;0.126064;0.0957242;4.01256;5.81054;-5.26965;-2.77229;-0.411606;2628.78;2654.5;130.124;58.5793;40000;134.833;226914;394130;344982;207307;7360.87;0.4925;0.789925;0.807864;0.000778608;0.000742843;./sim_cue_integration_17_8_2019_230647_52779797
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;65787146;0.01;0;0.05;0.8;0.5;1;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.50837;0.507628;0.0886919;0.0527577;0.0991009;0.0996755;0.751679;-2.45474;-4.27702;-3.95812;-0.438711;2594.65;2606.82;109.609;41.1515;40000;140.579;96106.2;193438;283376;293674;7265.29;0.525;0.788691;0.807628;0.000733652;0.000672065;./sim_cue_integration_17_8_2019_230647_51698258
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;70991260;0.01;0;0.05;0.8;0.5;0.9;-1;0;0.01;0.01;0;3;0.01;0.5;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.510403;0.510591;0.0889668;0.0692101;0.0829278;0.119274;0.287579;1.97951;-4.72525;4.38089;-0.425823;2617.38;2642.52;113.214;69.1343;40000;191.603;207969;106358;285387;273752;7543.93;0.48;0.791035;0.806707;0.000834607;0.000768736;./sim_cue_integration_17_8_2019_230647_50260091
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;65005475;0.01;0;0.05;0.8;0.5;0.9;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.513145;0.513768;0.09325;0.0197305;0.0816565;0.104355;0.136203;0.980671;-2.88629;-1.94827;-0.42337;2640.73;2647.1;120.977;7.66478;40000;152.397;105423;92655.3;206708;170401;7389.86;0.5325;0.785686;0.807438;0.000520031;0.000478969;./sim_cue_integration_17_8_2019_230647_49185655
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;63214685;0.01;0;0.05;0.8;0.9;1;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.515689;0.515365;0.0929115;0.0527469;0.154774;0.112109;0.0168778;6.45009;-2.45344;-4.88775;-0.729688;2670.16;2667.33;117.493;42.2091;40000;180.368;210846;437712;238654;315882;8107.37;0.4675;0.787111;0.810752;0.000738725;0.000682931;./sim_cue_integration_17_8_2019_230647_46466247
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;65386079;0.01;0;0.05;0.8;0.9;0.5;-1;0;0.01;0.01;0;3;0.01;0.5;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.508266;0.508642;0.0979859;0.0714472;0.0973958;0.100769;-3.99248;-0.705935;-5.48476;-0.569314;-0.464271;2596.32;2625.21;131.105;74.5297;40000;134.188;214679;88859.7;377384;140674;7590.15;0.49;0.792446;0.805222;0.000890517;0.000841479;./sim_cue_integration_17_8_2019_230647_45274166
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;53332091;0.01;0;0.05;0.8;0.9;0.5;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.511962;0.515018;0.0904568;0.0795856;0.119996;0.0974562;-0.975372;4.21105;-1.20009;-6.49443;-0.627194;2635.22;2667.77;117.58;88.7483;40000;144.05;116334;253211;119774;455231;7547.67;0.4975;0.788344;0.810227;0.000959393;0.000865188;./sim_cue_integration_17_8_2019_230647_36773720
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;55534900;0.01;0;0.05;0.8;1;0.9;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.516451;0.511922;0.380126;0.0435095;1.25494;0.119284;-4.86888;6.03847;-5.70322;-5.88285;-1.61819;2892.21;2845.8;1497.9;29.9682;39998.4;193.574;306675;395260;371064;429910;11949.9;0.5125;0.808443;0.82753;0.0137705;0.0122311;./sim_cue_integration_17_8_2019_230647_37027175
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;53592367;0.01;0;0.05;0.8;0.9;0.9;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.511205;0.511512;0.106482;0.0502518;0.146925;0.0846098;-1.44584;4.13748;-1.53944;-2.46659;-0.610026;2625.08;2628.96;150.203;39.2806;40000;107.771;148534;225288;114883;139307;7786.52;0.5175;0.788459;0.808809;0.000810665;0.000778191;./sim_cue_integration_17_8_2019_230647_36533470
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;49460270;0.01;0;0.05;0.8;1;1;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.498809;0.5392;0.450069;0.0427301;0.835915;0.972979;-3.21684;7.16385;-1.52309;-8.67438;-1.78936;2733.77;3207.27;2069.17;29.7358;39999.3;9627.69;184540;528044;159751;761118;13357.8;0.465;0.79808;0.839847;0.0157505;0.0122657;./sim_cue_integration_17_8_2019_230647_35456354
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;47895769;0.01;0;0.05;0.8;1;0.9;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.517586;0.52173;0.0895119;0.0570091;0.196686;0.09551;-1.69706;5.99555;-5.84743;-3.16052;-0.448769;2690.59;2756.85;112.588;48.4173;40000;128.787;250821;401659;381635;225542;7498.86;0.4725;0.785214;0.813217;0.000799817;0.000721303;./sim_cue_integration_17_8_2019_230647_32211841
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;46051979;0.01;0;0.05;0.8;0.9;0.9;-1;0;0.01;0.01;0;3;0.01;0.5;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.508979;0.511824;0.0849505;0.080151;0.0869224;0.121524;-7.57274;1.29268;-3.66655;0.674721;-0.503006;2603.5;2657.59;102.514;89.5243;40000;213.204;607252;152837;190426;108906;7432.39;0.54;0.789403;0.808404;0.000910859;0.000831522;./sim_cue_integration_17_8_2019_230647_31199326
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;45480564;0.01;0;0.05;0.8;0.5;0.9;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.510749;0.510748;0.0925844;0.0286877;0.085937;0.108543;3.1969;-2.49019;-2.22337;1.49429;-0.577555;2616.59;2616.45;114.085;14.3107;40000;159.479;203769;179090;131676;244119;7477.21;0.5275;0.788346;0.805985;0.000525254;0.000513774;./sim_cue_integration_17_8_2019_230647_30224356
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;34392140;0.01;0;0.05;0.8;0.5;0.5;-1;0;0.01;0.01;0;3;0.01;0.5;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.511363;0.511251;0.103283;0.07788;0.0928111;0.0921793;-2.56647;1.92215;-0.151804;3.72847;-0.475241;2628.71;2627.47;144.902;82.7233;40000;118.819;170403;207215;136412;198597;7453.75;0.4375;0.790023;0.807633;0.000930188;0.000867227;./sim_cue_integration_17_8_2019_230647_19239005
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;2538485;0.01;0;0.05;0.8;1;0.5;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.519383;0.518002;0.0988638;0.07544;0.177434;0.103643;2.37408;6.22741;1.27368;-4.57624;-0.601153;2715.44;2703.04;133.182;81.4639;40000;155.618;125499;424984;167336;310297;7624.82;0.505;0.784532;0.814434;0.00124724;0.00109962;./sim_cue_integration_17_8_2019_230647_12623157
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;11037608;0.01;0;0.05;0.8;0.5;0.5;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.51349;0.51321;0.0979597;0.0791025;0.087866;0.0914866;3.37855;-1.9975;2.80072;-4.51751;-0.369265;2649.61;2646.78;134.509;88.5356;40000;118.737;193891;289927;224762;267636;7048.94;0.485;0.788415;0.809358;0.000880152;0.000816029;./sim_cue_integration_17_8_2019_230647_5304644
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;5115540;0.01;0;0.05;0.8;0.9;1;-1;0;0.01;0.01;0;3;0.01;0.5;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.507231;0.507371;0.0974182;0.0607974;0.0829007;0.0958184;-0.627938;-1.08578;-1.2175;-3.09293;-0.560629;2584.43;2585.79;128.589;55.1651;40000;141.898;128907;173909;111546;252662;7783.56;0.51;0.793133;0.805032;0.000749569;0.000753247;./sim_cue_integration_17_8_2019_230647_19383192
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;7073894;0.01;0;0.05;0.8;0.9;0.9;-1;0;0.01;0.01;0;3;0.01;0.5;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.509882;0.510893;0.0918592;0.0630455;0.0826653;0.0975586;6.21786;-3.25238;-3.29156;-4.3414;-0.48135;2610.33;2621.2;115.219;57.7287;40000;127.559;422842;215624;210751;290308;7288.79;0.515;0.789033;0.80854;0.000725193;0.000665529;./sim_cue_integration_17_8_2019_230647_22703816
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;7587192;0.01;0;0.05;0.8;0.5;0.9;-1;0;0.01;0.01;0;3;0.01;0.5;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.511252;0.508013;0.0964256;0.0746507;0.0887811;0.142702;-5.77924;2.50314;-5.25747;-2.43305;-0.468539;2628.39;2618.03;124.183;79.8954;40000;272.744;370544;212313;357653;195263;7707.64;0.4475;0.790244;0.807633;0.00101236;0.000938202;./sim_cue_integration_17_8_2019_230647_23264611
