p;init_asoc_vert;init_g;sdmat;sdmu_g;mu_vc;ncv;init_bmat_phen;qmat;survival_scalar0;sdsoc_horiz;init_agen;mu_hp;mu_asoc_vert;mu_amat;init_hp;mu_g;mu_bmat_envt;sdmu_a;nph;init_hc;mu_agen;nloci_g;init_vc;mu_ajuv;qjuv;bmax;init_asoc_horiz;gmax;mu_asoc_horiz;npv;amax;init_ajuv;m;laplace;sdmu_b;seed;juvenile_survival;sigmoidal_survival;init_bmat_envt;init_amat;sdsoc_vert;amin;survival_scalar1;bmin;gmin;mu_hc;mu_vp;mu_bmat_phen;init_vp;nch;generation;mean_phen_ad;mean_phen_juv;mean_phen_prestige_vert;mean_phen_prestige_horiz;mean_agen;mean_ajuv;mean_amat;mean_asoc_vert;mean_asoc_horiz;mean_bmat_phen;mean_bmat_envt;mean_hc;mean_hp;mean_vc;mean_vp;mean_g;var_phen_ad;var_phen_juv;var_phen_prestige_vert;var_phen_prestige_horiz;var_agen;var_ajuv;var_amat;var_asoc_vert;var_asoc_horiz;var_bmat_phen;var_bmat_envt;var_hc;var_hp;var_vc;var_vp;var_g;freq_high;mean_surv0;mean_surv1;var_surv0;var_surv1;var_component_gen;var_component_ajuv;var_component_amat;var_component_amat_envt;var_component_amat_phen;cov_amat_phen_amat_envt;cov_amat_ajuv;cov_amat_envt_ajuv;cov_amat_phen_ajuv;var_component_asoc_vert;var_component_asoc_vert_p;var_component_asoc_vert_c;var_component_asoc_horiz;var_component_asoc_horiz_p;var_component_asoc_horiz_c;cov_amat_asoc_vert;cov_amat_asoc_vert_c;cov_amat_asoc_vert_p;cov_amat_asoc_horiz;cov_amat_asoc_horiz_c;cov_amat_asoc_horiz_p;cov_amat_envt_asoc_vert;cov_amat_envt_asoc_vert_c;cov_amat_envt_asoc_vert_p;cov_amat_envt_asoc_horiz;cov_amat_envt_asoc_horiz_c;cov_amat_envt_asoc_horiz_p;cov_amat_phen_asoc_vert;cov_amat_phen_asoc_vert_c;cov_amat_phen_asoc_vert_p;cov_amat_phen_asoc_horiz;cov_amat_phen_asoc_horiz_c;cov_amat_phen_asoc_horiz_p;cov_ajuv_asoc_vert;cov_ajuv_asoc_vert_c;cov_ajuv_asoc_vert_p;cov_ajuv_asoc_horiz;cov_ajuv_asoc_horiz_c;cov_ajuv_asoc_horiz_p;cov_agen_asoc_vert;cov_agen_asoc_vert_c;cov_agen_asoc_vert_p;cov_agen_asoc_horiz;cov_agen_asoc_horiz_c;cov_agen_asoc_horiz_p;cov_asoc_horiz_vert;cov_asoc_horiz_vert_c;cov_asoc_horiz_vert_p;cov_asoc_horiz_c_vert;cov_asoc_horiz_p_vert;cov_agen_ajuv;file
0.586;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;1105475740;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.510186;0.496334;0.5134;0.494169;0.168755;0.268407;0.0741786;0.0909239;0.125291;3.42307;3.96954;6.78676;5.43771;-4.93468;3.29015;-1.3091;0.00397723;0.00288462;0.00672642;0.00711087;0.00400325;0.00806042;40000;0.00262205;0.00383297;6.71805;4.34056;3.87204;13.6923;6.91822;10.5359;0.417912;0.485;0.790634;0.819112;0.00266066;0.00226246;0.0204332;0.0218222;0.00202814;0.00199931;0.000607341;0.000684387;0.000954041;0.000935316;0.000126189;0.00264276;0.000804576;0.00266208;0.0051664;0.00132723;0.00514019;-0.000992882;-0.00101278;0.000113787;0.000391015;0.000389173;0.000110435;-0.00097961;-0.000999159;0.000111358;0.000383316;0.000381513;0.000107195;-8.18423e-05;-8.35688e-05;7.14178e-06;5.87882e-05;5.86312e-05;1.8764e-05;-0.000904317;-0.000995031;0.000498909;0.00667802;0.00663729;0.00177259;-0.000264566;-0.000279993;6.5362e-05;0.000528106;0.000527088;0.000140896;-0.000367123;-0.000401185;0.000201581;-0.000365582;-0.000108466;0.000889953;./sim_cue_integration_8_12_2019_153936_1129869618
0.483;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;1155691677;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.579146;0.388764;0.578181;0.397131;0.772373;2.37931;0.108366;0.108598;1.7735;-8.09107;0.407754;-7.7924;-2.27599;-6.05408;2.15095;-2.31287;0.0149669;0.0663548;0.0267399;0.0923874;0.00211418;0.00589411;37045;0.0042198;0.00923199;1.19779;2.70073;1.10259;5.76634;2.77958;5.56044;0.0981805;0.485;0.71125;0.852332;0.0130263;0.00732356;0.0697862;1.41365;0.00178893;0.00217036;0.000983932;0.000520424;-0.000969219;0.000609859;-0.00152008;0.00263221;0.00150675;0.00263257;0.726353;0.157752;0.726007;9.10292e-05;9.25969e-05;-2.67857e-05;0.000624716;0.000624358;3.80294e-05;-0.00016294;-0.000163907;3.41007e-05;-0.000475836;-0.000475796;-0.000275973;0.000320221;0.000324;-7.42652e-05;0.00104671;0.00104653;0.000212203;-0.00158879;-0.00189819;0.00785208;-1.00597;-1.00572;-0.310357;-0.000633736;-0.000651274;0.000267733;-0.0140986;-0.0140931;-0.00487961;0.00109902;0.00132029;-0.00557461;0.00109857;0.00041515;0.0191496;./sim_cue_integration_8_12_2019_153936_1178823585
0.586;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;1169761701;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.573316;0.429508;0.577783;0.444117;0.82845;2.65681;0.0785452;0.0712676;1.58439;-3.09317;1.34576;-8.38036;-2.34496;-4.6358;5.11388;-2.26774;0.0276011;0.0815834;0.0404146;0.110875;0.00232135;0.00438525;37199;0.00286372;0.00743007;7.64824;7.31261;1.5058;4.51569;5.40304;2.6714;0.107995;0.4875;0.739791;0.847456;0.0219868;0.0137783;0.0868094;1.76675;0.00163563;0.00173745;0.000664276;0.000400226;0.00185695;0.0031752;-0.00197778;0.00209434;0.00136246;0.00213828;0.583094;0.132056;0.582796;-0.000237071;-0.000261555;8.84346e-05;-0.00107033;-0.00107025;-0.000255108;-0.000328924;-0.000362556;0.000131829;-0.00180693;-0.00180659;-0.000511887;0.000168882;0.000185777;-7.14982e-05;0.00107712;0.00107707;0.00043052;-0.00595302;-0.00893978;0.0125677;-1.00852;-1.00824;-0.351193;-0.00083012;-0.00101802;0.000713814;-0.0273798;-0.0273691;-0.0110033;0.00334189;0.00503886;-0.00714173;0.00334056;0.00118373;0.0479589;./sim_cue_integration_8_12_2019_153936_1193651290
0.621;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;1171279744;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.515252;0.49156;0.513768;0.492683;0.24489;0.368724;0.093821;0.119921;0.215032;-5.47329;4.50991;6.27232;2.02294;-4.74316;-6.67935;-1.32244;0.00712342;0.00453967;0.0112375;0.0108086;0.00380284;0.00792572;40000;0.00476251;0.00876457;4.9025;11.6872;2.31817;13.6301;3.7679;6.02645;0.384731;0.5225;0.796632;0.817801;0.00448868;0.0039868;0.0311329;0.0383293;0.0029841;0.00305304;0.000812019;0.000384027;0.00138855;0.00147168;-0.000320754;0.00519039;0.00169883;0.0050896;0.0142056;0.00288925;0.0141908;-0.0016739;-0.00163607;-0.000457661;0.000560327;0.000559498;3.89897e-05;-0.00174843;-0.00170869;-0.000476506;0.000601068;0.000600235;4.89932e-05;0.000324199;0.0003164;7.35786e-05;-0.000150937;-0.000150844;-4.10875e-05;-0.0023551;-0.00212756;-0.00242057;0.0159334;0.0159139;0.00186861;-0.00047355;-0.000440917;-0.000298742;0.00120518;0.00120517;0.000127953;-0.000974528;-0.000868715;-0.00110888;-0.000973149;-0.000123988;0.00158007;./sim_cue_integration_8_12_2019_153936_1195265065
0.793;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;1383210838;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.519014;0.393805;0.516951;0.407272;0.549827;0.870889;0.108025;0.0857703;1.47154;-2.42051;3.86763;0.0787772;8.68382;-4.29848;3.11049;-1.84062;0.0435429;0.0159096;0.0662764;0.0329738;0.00378615;0.0101702;40000;0.00322907;0.0133843;4.60725;4.78065;0.31326;0.609024;5.40735;6.14683;0.206156;0.49;0.86264;0.862895;0.0163896;0.0175392;0.075473;0.194968;0.00388449;0.00405734;0.00140235;0.000358486;0.0100872;0.0108583;-0.00300425;0.00263352;0.00139521;0.0027865;0.200184;0.192256;0.0463935;-0.00123342;-0.00139367;0.00058875;0.00981658;0.000484054;0.00996744;-0.00132235;-0.00149424;0.000632439;0.0105854;0.000557285;0.0107425;0.000340612;0.000384167;-0.000174463;-0.00290965;-0.000160432;-0.00296898;-0.00713076;-0.00850915;0.00505398;0.176064;0.00553481;0.180957;-0.000989383;-0.00113183;0.000422609;0.012599;0.000567834;0.0126762;-0.00689913;-0.0082177;0.00483487;-0.000350656;-0.00702688;0.0110189;./sim_cue_integration_8_12_2019_153936_1403285471
0.793;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;1405090813;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.519497;0.446214;0.510985;0.450687;0.89582;3.30019;0.0853928;0.0961156;0.915885;-5.54245;0.294546;-7.35576;-3.86576;2.24252;1.84845;-2.21388;0.078418;0.115342;0.0997281;0.145922;0.00282053;0.00586978;38007;0.00339756;0.00918004;7.26564;6.27749;2.24413;5.84594;3.22432;5.01244;0.115392;0.4925;0.836013;0.867603;0.0407905;0.0334611;0.106513;2.71514;0.00187221;0.00187265;0.00161975;0.000521186;-0.01196;0.00312199;-0.0223689;0.00276795;0.00132346;0.00255797;0.196438;0.0889042;0.195753;-0.000357539;-0.000319717;-0.000120506;0.0031088;0.00310442;0.00176673;0.000161675;0.000145562;5.71949e-05;-0.000829872;-0.000826328;-0.000532318;-0.000773861;-0.000691849;-0.000259386;0.00582805;0.00581714;0.00333666;0.0319022;0.0267482;0.0138724;-0.719284;-0.717918;-0.416559;0.00101989;0.000897613;0.000477998;-0.0136858;-0.0136574;-0.00836191;-0.0083988;-0.00704109;-0.00366393;-0.00838348;-0.00488182;0.0517089;./sim_cue_integration_8_12_2019_153936_1429463198
0.724;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;1435493462;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.499546;0.449264;0.506228;0.446469;0.365221;0.714214;0.0832628;0.069555;0.533583;1.87336;-1.76639;7.01114;0.0862928;2.96719;7.21711;-1.66484;0.0236645;0.0116086;0.0364477;0.0243263;0.00374166;0.00657362;40000;0.00190431;0.0112267;17.5692;3.36057;3.15378;10.4268;4.7966;4.07034;0.290176;0.46;0.826885;0.855132;0.0124663;0.00995068;0.050185;0.129203;0.00184908;0.00190563;0.000934008;0.000547058;-0.00320409;-0.00384518;0.00113935;0.00177669;0.00106466;0.00158472;0.0666041;0.00815281;0.0666719;-0.000508557;-0.000425673;-0.000306702;-0.00207211;-0.00207467;-4.63971e-05;-0.000604223;-0.000505116;-0.000367339;-0.00250893;-0.00251115;-5.61558e-05;0.000154776;0.000128115;0.000101234;0.000762691;0.000763265;1.56644e-05;0.00551671;0.00414247;0.00498111;0.0802548;0.0803432;0.000685075;0.00043442;0.000324883;0.000387052;0.00424474;0.00425477;-0.00012679;0.00362534;0.0027372;0.00324149;0.00362763;8.88604e-05;0.00549679;./sim_cue_integration_8_12_2019_153936_1459280590
0.862;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;1451429876;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.539201;0.494712;0.538084;0.501972;0.947113;3.63067;0.0961834;0.10588;0.692082;7.04619;2.2822;-3.89151;-7.6379;1.20514;7.29996;-2.15963;0.107884;0.135298;0.134737;0.166739;0.00337021;0.0105898;38207;0.00397109;0.0151495;7.61963;10.6833;4.53055;2.59814;5.04292;1.82694;0.132131;0.485;0.857147;0.8985;0.0492807;0.0357049;0.134735;3.30013;0.00316936;0.00264918;0.00276305;0.00184246;0.0422319;0.0248672;0.0427168;0.00389985;0.00389651;0.00274412;0.114806;0.101279;0.0984724;0.0014557;0.000557898;0.00148638;-0.00749238;-0.00641934;-0.00703806;0.000885716;0.000341968;0.000904003;-0.00439613;-0.00372579;-0.0041345;0.00143203;0.000538402;0.00146629;-0.00757882;-0.00650831;-0.00712251;0.0580507;0.0182063;0.0621772;-0.591269;-0.510305;-0.553933;0.002387;0.000932983;0.00241216;-0.0144903;-0.0128017;-0.0138202;-0.010359;-0.00324433;-0.0110905;-0.00893462;-0.00975447;0.081327;./sim_cue_integration_8_12_2019_153936_1473157760
0.759;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;1453564741;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.507525;0.438575;0.520096;0.443158;0.420298;0.819627;0.0752813;0.0995013;0.715159;-3.04673;4.08356;3.09619;7.95273;-2.7856;3.05389;-1.77282;0.030781;0.0137841;0.0451376;0.0280863;0.00274912;0.00566047;40000;0.00418661;0.0146857;10.2322;8.27893;4.04691;1.13919;6.82701;14.9378;0.24783;0.51;0.826279;0.857407;0.0168279;0.0127753;0.0529511;0.170776;0.00189047;0.00196166;0.000748066;0.000215151;0.00500038;0.00551253;-0.00187626;0.00295903;0.00183751;0.00302652;0.104294;0.0452797;0.086763;-0.000556493;-0.000709212;0.000321437;0.00350778;0.00287938;0.00246192;-0.000614279;-0.0007823;0.000353909;0.00388351;0.0031959;0.00272159;0.000184765;0.000238913;-0.000125111;-0.00134038;-0.00113719;-0.000935265;-0.00371828;-0.00570956;0.00418706;0.114076;0.0938217;0.0802414;-0.000306078;-0.000455166;0.000262829;0.00587408;0.00512296;0.00376295;-0.00250041;-0.00391508;0.00300211;-0.00204915;-0.00182878;0.00598877;./sim_cue_integration_8_12_2019_153936_1484038629
0.897;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;1464925665;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.520663;0.491979;0.515831;0.495527;1.00881;3.91591;0.134207;0.108267;0.49884;-3.61856;4.92147;-6.65293;-6.62486;-0.648544;4.72273;-2.13485;0.129124;0.147773;0.158992;0.17976;0.00415618;0.0122772;38329;0.00443696;0.0102401;8.9941;5.58923;5.31885;5.52508;8.82324;6.89362;0.143683;0.5275;0.905281;0.91889;0.0386537;0.0338437;0.166455;3.84168;0.00581542;0.00641516;0.00364125;-0.000909733;0.0714551;0.0853748;-0.0473819;0.00352356;0.00339743;0.00327313;0.0615988;0.049262;0.0595202;0.000660355;-0.000338778;0.00168336;-0.00860712;-0.00833573;-0.00734979;0.000796045;-0.000394834;0.00200392;-0.0102837;-0.00995983;-0.00878679;-0.000435107;0.000227047;-0.0011102;0.00569315;0.00551255;0.00492095;0.0259263;-0.0102626;0.0594992;-0.464148;-0.449423;-0.396772;0.00115572;-0.000608934;0.0028656;-0.0164291;-0.0157525;-0.0141983;-0.00312574;0.00126038;-0.007171;-0.00301692;-0.00265808;0.134856;./sim_cue_integration_8_12_2019_153936_1487031262
0.862;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;1518677559;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.526644;0.351182;0.542373;0.373689;0.666425;1.03724;0.0820365;0.0874205;2.22889;-0.283042;4.6496;-0.249105;9.14383;-1.91717;2.73364;-1.95303;0.0720314;0.0201743;0.102942;0.0412956;0.00356462;0.0126216;40000;0.00272307;0.0167227;9.59539;6.61942;0.248747;0.343703;14.472;9.84772;0.199474;0.5025;0.866386;0.900392;0.0295685;0.0195113;0.103395;0.275542;0.00250337;0.00252846;0.000950479;0.000622621;0.0110034;0.0112697;-0.000477254;0.00238211;0.00141362;0.00241821;0.506441;0.468059;0.092423;-0.000333295;-0.000526726;0.000471712;0.0142026;-0.000377492;0.0140692;-0.000342635;-0.000539911;0.0004814;0.0145406;-0.000392341;0.0144129;1.55565e-05;1.73809e-05;-4.39112e-06;-0.000635587;-6.60767e-05;-0.00059753;-0.00289614;-0.00524535;0.00568396;0.337898;-0.0108251;0.333433;-0.000366225;-0.000609705;0.000649753;0.0213799;-0.0015956;0.0224914;-0.00366111;-0.00669799;0.00732227;4.99656e-05;-0.00365826;0.0153505;./sim_cue_integration_8_12_2019_153936_1529233321
0.897;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;1523400745;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.506111;0.298938;0.510335;0.324235;0.832666;1.22897;0.0815615;0.118895;2.88731;1.48533;3.38009;-0.551885;8.92329;-3.9173;2.47794;-2.00464;0.0965238;0.0218699;0.135398;0.0447271;0.00374244;0.00996846;40000;0.00495567;0.0348054;14.6284;3.17641;0.227571;0.477112;7.95459;5.57674;0.167765;0.5;0.90867;0.907155;0.0243366;0.0246066;0.132288;0.381846;0.00256691;0.00253297;0.00135796;0.00111087;0.01455;0.014513;0.0034372;0.00437027;0.0024629;0.00465539;0.878107;0.673095;0.149366;-0.00116082;-0.00143032;0.000719;0.0205497;-2.84951e-05;0.0178029;-0.00116034;-0.00143042;0.000717067;0.0204859;-3.55693e-05;0.0177371;-0.000267609;-0.00032402;0.00016104;0.00494651;7.54616e-05;0.00429549;-0.0151458;-0.0193856;0.0108123;0.527695;-0.00720299;0.461554;-0.00152142;-0.00183918;0.000684321;0.0366067;-0.00278696;0.0352358;-0.0213619;-0.0273472;0.0152436;0.000146745;-0.0185643;0.0231547;./sim_cue_integration_8_12_2019_153936_1533945377
0.931;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;1518735549;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.494284;0.485394;0.491985;0.483773;1.09733;4.25787;0.116115;0.164501;0.177093;-1.5485;6.11203;-4.40728;-2.31024;0.640217;7.45638;-2.03139;0.158211;0.164057;0.187224;0.195681;0.00616197;0.0203028;38358;0.00740408;0.0106339;7.78037;5.20383;3.25809;5.36504;3.34639;1.5789;0.162521;0.475;0.935068;0.939025;0.0312552;0.0305348;0.225136;4.54657;0.00605543;0.00622746;0.00284371;0.000621432;0.0946291;0.0986342;-0.0231981;0.00870436;0.00897108;0.00520792;0.0120456;0.00603597;0.0115938;0.00360928;0.00102872;0.00385396;-0.00364244;-0.00355013;-0.00158962;0.00375661;0.00107125;0.00401018;-0.00379196;-0.00369528;-0.00165506;-0.000864174;-0.000257882;-0.000919983;0.000896308;0.000877211;0.000384631;0.128769;0.0341143;0.13887;-0.175355;-0.170767;-0.0766909;0.0061145;0.00166691;0.00660826;-0.00702731;-0.00686781;-0.00321975;-0.00496107;-0.00130866;-0.00533446;-0.00483353;-0.0021944;0.183036;./sim_cue_integration_8_12_2019_153936_1541398056
0.966;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;1552318674;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.534457;0.231304;0.537505;0.289272;1.22157;1.63542;0.119716;0.143;4.63071;0.628231;3.97042;-1.398;9.19265;3.79334;3.79351;-2.04833;0.16439;0.0298831;0.206081;0.0603811;0.00520053;0.0193776;40000;0.00603751;0.0581447;8.00888;5.59244;0.267702;0.302989;6.85405;5.03242;0.172242;0.53;0.951243;0.963089;0.0203918;0.0143113;0.28035;0.679658;0.0052618;0.00523658;0.00254053;0.00187521;0.0321935;0.0322616;0.00410038;0.00698138;0.00465224;0.00636211;2.98758;1.81663;0.383994;0.00290254;0.0024783;0.00204244;0.0633112;-0.00101533;0.0455792;0.00291347;0.00248827;0.00204856;0.0633964;-0.00111796;0.0457031;0.000360076;0.000308139;0.000262667;0.00824615;7.89747e-05;0.005939;0.042484;0.0361684;0.0309791;1.30059;-0.0311145;0.936882;0.00389599;0.00342949;0.00284473;0.0995424;-0.0101525;0.0859233;0.0828509;0.0705015;0.0605165;-0.00257311;0.0605522;0.0479018;./sim_cue_integration_8_12_2019_153936_1576137928
0.759;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;1554304141;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.519742;0.426522;0.51666;0.431953;0.888089;3.1665;0.106465;0.0760125;1.06647;-6.22934;-2.29807;-7.41592;-4.46076;2.80066;5.10357;-2.21229;0.0660268;0.108307;0.0877074;0.140025;0.00215314;0.0100379;37989;0.00251466;0.0092298;4.95278;8.86368;2.2368;7.89935;5.47243;5.54709;0.121606;0.4525;0.819671;0.872698;0.037816;0.0274397;0.107148;2.4849;0.00357986;0.00331413;0.00244115;0.00195164;-0.0291776;-0.0186833;-0.0257408;0.00221237;0.00149164;0.00204299;0.263224;0.14304;0.262324;-0.00109395;-0.000928583;-0.000732713;0.00940297;0.00938847;0.00600798;-0.000723078;-0.000613344;-0.000485038;0.00605911;0.00605093;0.00389426;-0.000940972;-0.000799925;-0.00063106;0.00825252;0.00823841;0.00522782;0.0267804;0.0199081;0.0248012;-0.798108;-0.796567;-0.501614;0.00142575;0.00118985;0.00119765;-0.0237722;-0.023693;-0.0157486;-0.00854955;-0.00633914;-0.00793185;-0.00853203;-0.00546943;0.0744848;./sim_cue_integration_8_12_2019_153936_1576791348
0.828;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;1635633641;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.518509;0.414689;0.52152;0.428168;0.573642;1.15038;0.10139;0.0920309;1.10685;-5.25721;2.12251;1.0915;7.64073;-0.663763;6.98429;-1.86338;0.0560342;0.025098;0.0799474;0.0474569;0.00295976;0.00854218;40000;0.00292809;0.0117611;3.89667;4.86282;0.967991;1.75626;16.3331;2.87572;0.225347;0.52;0.864254;0.876532;0.0218125;0.0202418;0.0852806;0.33445;0.00225816;0.00259414;0.00161211;-8.6893e-05;0.00463741;0.0100199;-0.00809528;0.00257928;0.00236271;0.00252822;0.195878;0.130765;0.0897194;9.8241e-05;-8.71757e-05;0.000394455;0.00330976;0.00151956;0.00281562;0.000234189;-0.00016664;0.000882951;0.00733257;0.00354965;0.00616176;-0.000205968;0.000118177;-0.000747765;-0.00606472;-0.00305217;-0.00503776;0.00388536;-0.00259377;0.0142068;0.234609;0.113374;0.198201;0.00038235;-0.000263183;0.00137161;0.0144878;0.00741752;0.0118836;0.0029235;-0.00180882;0.0103785;0.00145716;0.00243898;0.0173915;./sim_cue_integration_8_12_2019_153936_1657849963
0.724;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;1661885477;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.551976;0.453831;0.54721;0.464536;0.866404;3.06789;0.0799877;0.086441;1.20269;0.512581;5.23271;-7.78845;-1.35653;-5.63797;1.41294;-2.26354;0.056257;0.103423;0.0744137;0.134799;0.00216546;0.0080272;37761;0.00269434;0.00814711;10.9649;4.5859;1.80973;7.32535;3.0646;3.4398;0.120697;0.5025;0.799689;0.856861;0.0356185;0.0261199;0.102543;2.35894;0.00271753;0.00272193;0.00106481;0.000873591;0.0235369;0.0236194;0.00152244;0.00284192;0.000963318;0.00286675;0.335592;0.0782498;0.335617;-0.001407;-0.00142491;0.000227393;-0.00879599;-0.00879563;-0.00204767;-0.00141257;-0.00143065;0.00022836;-0.00882747;-0.00882717;-0.00205054;-7.83143e-05;-7.92839e-05;5.64811e-07;-0.000547845;-0.000547538;-0.000105521;-0.0251926;-0.0258223;0.00863995;-0.881364;-0.88141;-0.181875;-0.0013816;-0.00141666;0.000339915;-0.0222383;-0.0222364;-0.00552532;0.00941128;0.00964448;-0.0032185;0.00941096;0.00227159;0.0593947;./sim_cue_integration_8_12_2019_153936_1687034019
0.931;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;1665389227;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.531101;0.214161;0.52902;0.25677;1.04991;1.10514;0.101191;0.0968035;3.54735;-0.404274;3.01732;-2.25473;9.42;4.96804;1.32912;-2.059;0.120655;0.0167399;0.16525;0.0366784;0.00485244;0.0236026;40000;0.00327827;0.0248483;13.8839;7.15697;0.217113;0.172361;2.82009;17.3119;0.161512;0.53;0.935462;0.936603;0.0180402;0.0197406;0.198668;0.31927;0.00304711;0.00306531;0.00172334;0.000762565;0.0129484;0.0144355;-0.00113414;0.00356085;0.00202065;0.00362248;1.5104;0.559076;0.0822493;0.00128245;0.00131259;0.000243154;0.0273929;0.000155322;0.0139636;0.00141804;0.00145084;0.000275188;0.0305286;0.000230351;0.0155524;-0.00011758;-0.000120381;-2.67071e-05;-0.0024574;-0.000140029;-0.00128513;0.0193891;0.0199106;0.00416916;0.637475;0.00513323;0.321932;0.00236304;0.0024501;0.000315018;0.0681009;-0.000360806;0.0412173;0.0410745;0.0421428;0.00870664;0.000557599;0.0209749;0.0295367;./sim_cue_integration_8_12_2019_153936_1689857676
